24,269435,-5.83,1.58,7.03,-3.08,0.42,-2.30,-2.93,1.24,9.27
8,269495,-3.09,1.88,10.35,0.21,0.62,1.21,-3.24,1.22,9.17
16,269557,-2.61,1.65,9.44,0.26,0.80,0.10,-2.84,0.74,9.35
29,269619,-2.81,0.15,9.74,-0.35,-0.42,0.27,-2.33,0.54,9.50
19,269680,-0.65,-0.19,9.18,0.70,-0.43,-0.08,-1.41,0.16,9.70
19,269744,0.18,-1.07,10.57,0.87,-0.73,0.79,-0.68,-0.34,9.77
26,269808,-0.85,-2.59,10.80,-0.14,-2.07,1.04,-0.68,-0.57,9.76
10,269876,1.33,-0.49,9.18,1.57,0.26,-0.58,-0.24,-0.76,9.77
17,269935,-0.14,-1.60,9.79,0.38,-0.84,0.03,-0.51,-0.76,9.76
19,269998,0.21,-1.30,9.39,0.32,-0.49,-0.37,0.00,-0.80,9.77
27,270062,-0.21,-0.59,8.83,-0.29,-0.01,-0.82,0.20,-0.80,9.77
21,270127,1.53,-1.54,9.50,1.49,-0.59,-0.25,0.03,-1.00,9.75
17,270187,-0.36,-1.94,10.22,-0.11,-0.71,0.49,-0.35,-1.24,9.72
15,270254,-0.37,-1.84,10.02,0.30,-0.56,0.33,-0.68,-1.28,9.69
9,270317,-0.56,-1.83,10.35,0.14,-0.41,0.67,-0.74,-1.43,9.67
5,270380,0.25,-2.04,9.81,0.83,-0.52,0.15,-0.69,-1.46,9.67
10,270442,-0.79,-1.21,9.25,-0.19,0.24,-0.42,-0.59,-1.45,9.67
21,270508,-0.23,-1.29,9.48,0.17,0.23,-0.19,-0.36,-1.55,9.67
18,270572,-0.21,-1.58,9.39,-0.10,-0.02,-0.32,-0.17,-1.62,9.66
13,270636,-0.69,-1.85,10.10,-0.67,-0.11,0.45,0.00,-1.75,9.64
18,270700,-0.69,-1.83,9.62,-0.62,-0.07,-0.09,0.11,-1.82,9.63
20,270767,-0.40,-2.23,10.39,-0.67,-0.20,0.80,0.26,-2.02,9.59
21,270830,0.30,-2.29,9.28,-0.18,-0.04,-0.50,0.41,-2.05,9.58
22,270893,-0.25,-2.74,10.22,-0.26,-0.73,0.29,0.24,-2.00,9.59
15,270957,-0.07,-2.04,9.75,-0.43,-0.08,0.14,0.34,-1.94,9.60
16,271022,0.04,-1.94,9.33,-0.35,0.00,-0.21,0.28,-1.86,9.62
6,271083,0.20,-2.18,9.94,0.14,-0.36,0.07,0.23,-1.77,9.64
8,271142,0.12,-1.69,8.99,-0.19,0.12,-0.58,0.25,-1.67,9.65
12,271206,-0.20,-1.73,9.42,-0.36,-0.09,-0.24,0.15,-1.64,9.66
10,271270,-0.01,-2.13,9.33,-0.12,-0.48,-0.33,0.09,-1.66,9.66
14,271334,-0.95,-1.40,8.82,-0.97,0.33,-0.82,0.02,-1.74,9.64
11,271396,0.72,-2.64,9.91,0.72,-0.68,0.30,0.01,-2.00,9.59
18,271459,0.06,-2.55,8.78,0.03,-0.52,-0.80,0.02,-2.04,9.58
15,271523,0.79,-2.45,8.36,-0.01,-0.76,0.25,0.09,-2.17,9.56
14,271585,0.33,-2.21,9.47,0.23,-0.07,-0.09,0.09,-2.13,9.57
23,271645,-0.85,-1.96,9.16,-1.23,0.04,-0.42,0.38,-2.01,9.58
11,10.06,0.90,0.15,0.22,-0.83,0.00,9.77
15,281302,-1.18,-0.08,9.89,0.00,-0.18,0.04,-0.97,0.030.77,0.00,9.77
13,281241,-0.17,0.15,10.06,0.90,0.15,0.22,-0.83,0.00,9.77
15,281302,-1.18,-0.08,9.89,0.00,-0.18,0.04,-0.97,0.03,9.75
24,281364,-0.50,-0.03,9.13,0.44,-0.13,-0.62,-0.94,0.10,9.76
30,281430,-1.46,-0.12,9.39,-0.48,-0.19,-0.36,-0.97,0.06,9.75
16,281493,-1.05,-0.16,9.63,-0.20,-0.12,0.15,-1.01,0.00,9.75
11,281556,-0.96,-0.19,9.81,0.01,-0.16,0.05,-0.97,-0.03,9.75
8,281618,-0.95,-0.09,9.52,-0.09,-0.07,-0.24,-0.84,-0.02,9.77
9,281683,-0.75,-0.19,9.77,0.23,-0.14,0.04,-0.80,-0.03,9.77
7,281745,-0.20,-0.19,9.62,0.54,-0.18,-0.15,-0.75,-0.01,9.77
6,281807,-0.56,-0.10,9.79,0.10,-0.10,0.01,-0.65,0.00,9.78
7,281870,-0.12,-0.13,9.44,0.51,-0.17,-0.33,-0.64,0.04,9.78
6,281934,-0.40,-0.11,9.77,0.08,-0.12,0.04,-0.57,0.02,9.78
12,281995,0.13,-0.06,9.30,0.68,-0.10,-0.48,-0.55,0.03,9.79
13,282056,-0.39,-0.13,9.67,0.10,-0.14,-0.11,-0.50,0.01,9.79
22,282121,-0.17,-0.20,9.63,0.30,-0.16,-0.16,-0.46,-0.05,9.79
20,282186,-0.26,-0.22,9.46,0.09,-0.11,-0.33,-0.36,-0.10,9.79
