24,116381,-0.15,-0.76,9.65,0.06,0.00,-0.13,-0.18,-0.79,9.77
26,116446,-0.14,-0.78,9.62,0.04,0.01,-0.14,-0.18,-0.79,9.77
25,116507,-0.14,-0.78,9.60,0.04,0.00,-0.16,-0.18,-0.79,9.77
19,116571,-0.15,-0.79,9.64,0.03,0.00,-0.12,-0.18,-0.79,9.77
10,116635,-0.16,-0.79,9.65,0.04,0.00,-0.13,-0.18,-0.79,9.77
22,116699,-0.14,-0.79,9.59,0.03,0.00,-0.17,-0.18,-0.79,9.77
9,116759,-0.15,-0.79,9.63,0.03,0.00,-0.13,-0.18,-0.79,9.77
4,116823,-0.14,-0.78,9.62,0.03,0.01,-0.13,-0.18,-0.79,9.77
8,116886,-0.14,-0.79,9.65,0.03,0.00,-0.11,-0.18,-0.79,9.77
20,116948,-0.15,-0.78,9.62,0.03,0.01,-0.14,-0.18,-0.79,9.77
20,117012,-0.14,-0.77,9.66,0.05,0.00,-0.12,-0.18,-0.79,9.77
19,117076,-0.15,-0.78,9.65,0.03,0.00,-0.11,-0.18,-0.79,9.77
14,117139,-0.15,-0.78,9.64,0.03,0.01,-0.12,-0.18,-0.79,9.77
17,117202,-0.15,-0.79,9.62,0.03,0.01,-0.13,-0.18,-0.79,9.77
14,117266,-0.14,-0.79,9.68,0.04,0.00,-0.09,-0.18,-0.79,9.77
40,117329,-0.12,-0.79,9.67,0.06,0.00,-0.09,-0.18,-0.79,9.77
13,117394,-0.15,-0.77,9.62,0.03,0.00,-0.13,-0.18,-0.79,9.77
9,117455,-0.13,-0.78,9.64,0.04,0.01,-0.13,-0.18,-0.79,9.77
6,117517,-0.15,-0.79,9.64,0.03,0.00,-0.12,-0.18,-0.79,9.77
7,117580,-0.13,-0.79,9.62,0.05,0.00,-0.14,-0.18,-0.79,9.77
10,117645,-0.14,-0.79,9.63,0.04,0.01,-0.13,-0.18,-0.79,9.77
6,117706,-0.13,-0.78,9.63,0.04,0.00,-0.13,-0.18,-0.79,9.77
6,117769,-0.14,-0.79,9.64,0.04,0.00,-0.12,-0.18,-0.79,9.77
8,117830,-0.13,-0.78,9.63,0.04,0.01,-0.13,-0.18,-0.79,9.77
7,117893,-0.14,-0.77,9.65,0.03,0.01,-0.14,-0.18,-0.79,9.77
7,117956,-0.14,-0.80,9.61,0.03,0.00,-0.13,-0.18,-0.79,9.77
5,118018,-0.13,-0.79,9.64,0.05,0.00,-0.12,-0.18,-0.79,9.77
7,118080,-0.13,-0.79,9.62,0.04,0.00,-0.14,-0.18,-0.79,9.77
7,118144,-0.09,-0.79,9.43,0.02,0.02,0.03,-0.18,-0.79,9.77
24,118206,-0.14,-0.79,9.63,0.06,0.01,-0.14,-0.18,-0.79,9.77
14,118268,-0.14,-0.79,9.63,0.03,0.00,-0.13,-0.18,-0.79,9.77
6,118331,-0.15,-0.79,9.65,0.03,0.00,-0.11,-0.18,-0.79,9.77
5,118393,-0.15,-0.79,9.62,0.04,0.01,-0.14,-0.18,-0.79,9.77
6,118456,-0.14,-0.77,9.61,0.03,0.01,-0.11,-0.18,-0.79,9.77
6,118519,-0.16,-0.79,9.61,0.02,0.00,-0.15,-0.18,-0.79,9.77
5,118580,-0.13,-0.78,9.64,0.05,0.00,-0.12,-0.18,-0.79,9.77
6,118643,-0.13,-0.78,9.64,0.04,-0.01,-0.11,-0.18,-0.79,9.77
7,118707,-0.14,-0.78,9.62,0.03,0.00,-0.14,-0.18,-0.79,9.77
7,118769,-0.14,-0.79,9.66,0.03,0.00,-0.10,-0.18,-0.79,9.77
6,118831,-0.16,-0.78,9.66,0.02,0.00,-0.10,-0.18,-0.79,9.77
7,118894,-0.12,-0.77,9.65,0.05,0.02,-0.14,-0.18,-0.79,9.77
9,118957,-0.13,-0.77,9.62,0.04,0.00,-0.10,-0.18,-0.79,9.77
