69,361243,0.73,-2.35,10.53,1.78,-1.14,0.85,-1.07,-1.20,9.67
28,361309,1.25,-0.28,5.40,1.95,-0.35,-4.24,-0.59,-0.65,9.76
16,361370,-2.74,-2.28,12.11,-2.20,-1.50,2.35,-0.54,-0.77,9.76
28,361433,-1.13,-0.40,8.72,-1.07,-0.40,0.06,-0.31,-0.44,9.79
181,361502,-0.75,-0.30,7.98,-0.63,0.02,-1.81,0.00,-0.32,9.80
168,361567,-1.84,-0.25,8.15,-1.13,-0.09,-1.03,0.23,-0.24,9.80
150,361629,-1.86,-0.40,9.91,-2.56,-0.19,0.13,0.69,-0.20,9.77
107,361695,1.33,-0.83,9.50,0.03,-0.59,-0.21,1.36,-0.25,9.70
137,361759,2.36,-1.82,10.09,0.60,-1.36,0.45,1.76,-0.45,9.63
51,361822,1.32,-1.72,10.14,-0.47,-1.11,0.52,1.76,-0.63,9.62
307,361883,3.61,-1.90,8.60,1.39,-1.23,-0.92,2.29,-0.68,9.51
261,361949,0.38,-1.79,9.07,-1.16,-0.88,-0.48,2.24,-0.69,9.52
163,362014,0.00,-1.90,10.07,-2.05,-1.18,0.50,2.02,-0.73,9.56
75,362078,-2.15,-0.96,10.63,-3.75,-0.22,0.66,1.92,-0.78,9.58
145,362143,-0.42,-1.37,9.98,-2.28,-0.57,0.38,1.85,-0.80,9.59
27,362208,0.41,-1.62,9.86,-1.77,-0.86,0.54,2.01,-0.87,9.55
35,362270,-0.71,-1.63,9.59,-2.80,-0.79,0.04,2.09,-0.83,9.54
19,362332,0.01,-1.80,9.76,-2.17,-0.99,0.23,2.18,-0.80,9.52
23,362395,1.10,-1.40,8.83,-1.18,-0.58,-0.66,2.32,-0.82,9.49
13,362460,2.44,-1.91,9.36,-0.06,-1.16,0.31,2.51,-0.95,9.43
29,362521,1.23,-1.75,9.89,-1.47,-0.77,0.52,2.71,-0.98,9.37
14,362583,1.99,-1.82,9.26,-0.68,-1.04,-0.13,2.67,-0.73,9.40
27,362647,0.65,-0.44,9.24,-1.97,0.00,-0.18,2.64,-0.38,9.43
82,362710,1.39,-0.47,8.75,-1.35,-0.30,-0.77,2.82,-0.17,9.38
175,362773,1.40,-0.25,8.74,-1.48,-0.13,-0.62,2.87,-0.11,9.37
80,362834,2.32,-0.59,8.94,-0.63,-0.52,-0.40,2.94,-0.05,9.35
143,362902,1.98,0.07,9.10,-0.81,0.06,-0.29,2.80,0.00,9.39
221,362963,2.94,-0.16,10.26,0.03,-0.04,0.90,2.86,-0.14,9.37
211,363026,2.89,-0.49,10.04,0.41,-0.03,0.65,2.29,-0.14,9.53
